Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
World Federation of Chiropractic,Integrated / multidisciplinary facility,Researcher,21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12179044989,295082383,3
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,4.,12177529889,295082383,1
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,4.,12179043300,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,,12179107091,295082383,1
One Chiropractic,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,,12179107091,295082383,2
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12178836233,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12178836233,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,,12179109160,295082383,1
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,,12179109160,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,,12179109160,295082383,3
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,,12179109160,295082383,4
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179114115,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179114115,295082383,2
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179114115,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179114115,295082383,4
State Chiropractic Association,Solo practitioner,College faculty,31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179123160,295082383,1
State Licensing Board,Solo practitioner,College faculty,31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179123160,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179137178,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179137178,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Hispanic/Latino,,12179034288,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,4.,12179129703,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,4.,12179129703,295082383,2
One Chiropractic,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,4.,12179129703,295082383,3
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,4.,12179129703,295082383,4
State Chiropractic Association,Solo practitioner,Patient,31 - 40 years,51 - 60 years,Male,Multi-Racial,,12179165770,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,,,12179150919,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,,,12179150919,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,,,12179150919,295082383,3
Student International Chiropractors Association (SICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,,,12179150919,295082383,4
Student,None of the above,Student,Less than 5 years,20 - 30 years,Female,Hispanic/Latino,,12179216280,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12179159447,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12179159447,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,White/Caucasian,2.,12179189688,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12179223596,295082383,1
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12179223596,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12179223596,295082383,3
Clinical Compass (CCGPP),None of the above,Vendor/Business partner,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,,12179264956,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),None of the above,Vendor/Business partner,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,,12179264956,295082383,2
Foundation for Chiropractic Progress,None of the above,Vendor/Business partner,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,,12179264956,295082383,3
State Chiropractic Association,None of the above,Vendor/Business partner,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,,12179264956,295082383,4
Vendor of products or services to the chiropractic profession,None of the above,Vendor/Business partner,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,,12179264956,295082383,5
Foundation for Chiropractic Progress,Multi-location practice,Patient,11 - 20 years,61 - 70 years,Male,White/Caucasian,,12179274276,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,1. Vitalistic,12179228617,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,Hispanic/Latino,,12179292340,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,71 - 80 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12179188243,295082383,1
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,71 - 80 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12179188243,295082383,2
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,1. Vitalistic,12179155440,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,1. Vitalistic,12179155440,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12179243817,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12179243817,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12179304476,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12179304476,295082383,2
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12178861169,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12178861169,295082383,2
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12179314713,295082383,1
International Chiropractic Pediatric Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12179314713,295082383,2
One Chiropractic,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12179314713,295082383,3
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12179314713,295082383,4
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179314879,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12179314879,295082383,2
Student,None of the above,Student,Less than 5 years,20 - 30 years,Male,White/Caucasian,,12179327129,295082383,1
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179336894,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12179336894,295082383,2
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,,2.,12179300144,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12179337378,295082383,1
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12179337378,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Female,White/Caucasian,,12179403849,295082383,1
